"","text","display_text_width","is_retweet","is_quote","favorite_count","retweet_count","quote_count"
"29","【プログラミング素人のはてなブログ】AI・人工知能EXPOに行ってきました https://t.co/n7Pkr54wZp",61,FALSE,FALSE,0,0,NA
"30","ボードゲームを題材とした古典的なAIの実装からはじめ、深層学習と強化学習を囲碁AIに組み込み、改良していきます。囲碁ボット構築の方法を理解することで、他の人工知能開発にも応用することができるようになります。 // 囲碁ディープラーニングプログラミング  https://t.co/1c4NmatPHG",150,FALSE,FALSE,0,0,NA
"31","ビッグデータや人工知能（AI）を活用した街づくり「スーパーシティ」そのビッグデータを活用して、中国と連携するそうだ…自称中国ガ～の自民（公明）や維新がこのスーパーシティ（改正国家戦略特区法）に賛成している。そう、自民公明維新は中国大好き親中政党ですよ🇨🇳https://t.co/ZzUarv1uLv",140,TRUE,FALSE,0,55,NA
"32","【ニュース速報】東大発ベンチャー企業 元取締役逮捕 医療用のAI、人工知能を開発するベンチャー企業「エルピクセル」の元取締役が会社の金を横領したとして逮捕された。総額は30数億円にのぼるとみられ、取り調べに対し｢会社の資産運用の一環としてやった｣と供述している。#アベマニュース",140,TRUE,FALSE,0,12,NA
"33","【ニュース速報】東大発ベンチャー企業 元取締役逮捕 医療用のAI、人工知能を開発するベンチャー企業「エルピクセル」の元取締役が会社の金を横領したとして逮捕された。総額は30数億円にのぼるとみられ、取り調べに対し｢会社の資産運用の一環としてやった｣と供述している。#アベマニュース",140,TRUE,FALSE,0,12,NA
"34","【プレスリリース】LegalForceが英文ソフトウェアライセンス契約に対応 しました！！先程、人工知能学会の発表に対する質問でも英語の対応はされていますか？という質問を頂きました。英語の契約書についてもどんどん対応していきます！！ご期待ください！！https://t.co/Z3APYjcQLi",140,TRUE,FALSE,0,2,NA
"35","『詩織のme too運動も新自由主義者ジョージ・ソロスの人工芝運動。かつて福島みずほはmetoo運動との連携を取る代わりにTPP反対を止めてしまった過去がある。自由貿易協定めじろ押しのタイミングでソロス系人工知能運動が全力展開を開始してスピンを掛けて来た。』 https://t.co/jXrY7obdC2",140,TRUE,FALSE,0,6,NA
"36","人工知能の大喜利なかなか面白くて驚いた",19,FALSE,FALSE,0,0,NA
"37","ビッグデータや人工知能（AI）を活用した街づくり「スーパーシティ」そのビッグデータを活用して、中国と連携するそうだ…自称中国ガ～の自民（公明）や維新がこのスーパーシティ（改正国家戦略特区法）に賛成している。そう、自民公明維新は中国大好き親中政党ですよ🇨🇳https://t.co/ZzUarv1uLv",140,TRUE,FALSE,0,55,NA
"38","修正版YOUTUBE✨https://t.co/811dIDLa4Hマシュマロ✨https://t.co/Ank9C4oMrlほしいものリスト✨https://t.co/pLHWotjyUJ生配信 #つくもライブ ファンアート #つくもアート神戸発の人工知能Vliver(Vtuber)九十九みなです！よろしくお願いします✨#新人Vtuber #Vtuberはじめました #ご当地vtuber https://t.co/f3RRr3Udt9",140,TRUE,FALSE,0,33,NA
"39","【ニュース速報】東大発ベンチャー企業 元取締役逮捕 医療用のAI、人工知能を開発するベンチャー企業「エルピクセル」の元取締役が会社の金を横領したとして逮捕された。総額は30数億円にのぼるとみられ、取り調べに対し｢会社の資産運用の一環としてやった｣と供述している。#アベマニュース",140,TRUE,FALSE,0,12,NA
"40","【ニュース速報】東大発ベンチャー企業 元取締役逮捕 医療用のAI、人工知能を開発するベンチャー企業「エルピクセル」の元取締役が会社の金を横領したとして逮捕された。総額は30数億円にのぼるとみられ、取り調べに対し｢会社の資産運用の一環としてやった｣と供述している。#アベマニュース",140,TRUE,FALSE,0,12,NA
"41","大体人工無能って言葉なんだよほんと聞くだけで胸糞悪いわ人工知能に魅入られ憧れ追い続けた過去の技術者を冒涜するような言葉別にそういう意味の言葉じゃないことはわかっているけど、どう考えても悪意があるでしょ",104,FALSE,FALSE,0,0,NA
"42","パズドラで勝てないことの現実逃避にしょうもない論文(とか言ってはいけないけれど)を読んでるという事実。なんかあれらしいっすよ。人工知能はもう飽和してるらしいっすよ。どーでもいいけど。",91,FALSE,FALSE,0,0,NA
"43","@Koyomi_paz 知らんのかい！笑おいらクラッキングだのハッキングだのは全然わからなんだ。笑教えておくれよ笑サイゲはデータ量やたら多いんだけど、動画とかボイスとか多いのと、やたら人工知能的な奴を使いたがるイメージあるんご。",104,FALSE,FALSE,0,0,NA
"44","＞AI（人工知能）によるアシスト、モバイル機器を使った治療や手術指示といった革新的な医療用アプリケーションが実現可能になる。",62,FALSE,FALSE,0,0,NA
"45","ハイテクＲ＆Ｄ拠点設置、100億元超補助へhttps://t.co/v52Ll1DNQE＞行政院は４日午前、次世代半導体、第５世代移動通信（５Ｇ）、人工知能（ＡＩ）のハイテク産業の研究開発（Ｒ＆Ｄ）センター設置費用を最大半額補助するプランを発表した。",128,FALSE,FALSE,2,0,NA
"46","＞米商務省が同国の技術を用いて製造した半導体の販売を禁じると５月に発表したことを受け、中国南部にあるファーウェイの施設は緊急事態の様相となっている。人工知能（ＡＩ）からモバイルサービスに至る分野で必要とされる半導体の製造装置や同社の野心の核心を突くものだからだ",130,FALSE,FALSE,0,0,NA
"47","＞同社のMemory Global Sales&amp;MarketingのエグゼクティブバイスプレジデントであるCheol Choi氏は、「人工知能(AI)、IoT、および5Gの拡大に支えられた第4次産業革命の時代に、NANDの中長期的な需要に対応する上で、",130,FALSE,FALSE,0,0,NA
"48","＞もう1つは文字起こし人工知能（AI）による議事録の自動作成や自動翻訳である。シスコはこの機能を強化するため、2019年にAIベンチャーのVoiceaを買収した。近日中に議事録自動作成や自動翻訳の機能を提供開始するという。",111,FALSE,FALSE,1,0,NA
"49","＞また、マイクロソフト（ＭＳ）のクラウドサービス「Azure」を通じ、▽クラウドコンピューティング▽ＡＩｏＴ（人工知能＋モノのインターネット）▽複合現実（ＭＲ）──を活用した工場の遠隔管理、メンテナンス、モニタリングが可能となる。",115,FALSE,FALSE,0,0,NA
"50","＞Apple社内で行われた、ARMプロセッサを搭載した試作機によるテストでは、グラフィックスと、人工知能（AI）関連のアプリで、Intelプロセッサ搭載のものから大幅な性能向上が認められたようだと、ガーマン氏は記しています。",112,FALSE,FALSE,0,0,NA
"51","自動運転の最新AIチップが中国へ、トヨタやボルボに先行 https://t.co/QwIlrPEHfe ＞トヨタ自動車やスウェーデン・ボルボ（Volvo Cars）などが次世代の自動運転車に搭載することを決めている米エヌビディア（NVIDIA）のAI（人工知能）半導体。",137,FALSE,FALSE,1,1,NA
"52","AI（人工知能）によって作成されたメタリカ風ソングが話題に。特定のアーティストの多くの歌詞を学習したAIが、予測アルゴリズムを用いてそのアーティストの新しい歌詞を作成するウェブサービスを使って歌詞を作成し、それに曲をつけて歌っています　https://t.co/eryRyG8bf0",140,TRUE,FALSE,0,39,NA
"53","谷口先生の「心を知るための人工知能」！献本していただきました！とても面白い書籍なので、認知科学や人工知能に興味のある方には是非読んでいただきたいです！ https://t.co/bIpJJV4RTL",116,TRUE,FALSE,0,14,NA
"54","辛辣すぎる人工知能マスコットがオススメの映画を紹介してくれる動画 https://t.co/zxOnyipHUQ",77,TRUE,FALSE,0,3960,NA
"55","東芝は大学などのオンライン授業で教師の音声を人工知能（AI）がリアルタイムで字幕化し、学生に配信するシステムを開発しました。授業内容を文字化することで学生が聞き逃した部分をすぐに確認したり、復習しやすくしたりするメリットがあります。 https://t.co/VMSPu6CG1n",140,TRUE,FALSE,0,17,NA
"56","◎ ＡＩ＝人工知能におよそ50万の単語を学習させて音声認識の精度を高めたのが特徴で、授業で使われる資料を事前に読み込ませておけば、専門用語も認識して字幕の精度をさらに上げられるとしています。",95,FALSE,FALSE,0,0,NA
"57","新型コロナ対応 オンライン授業をAIが字幕化実験始まる :　新型コロナウイルスの感染拡大を背景に増えているオンライン授業の音声をＡＩ＝人工知能が自動的に字幕にするシステムが開発されました。今月から大学で実証実験が始まる予定。https://t.co/WildFxSyi9",136,FALSE,FALSE,2,0,NA
"58","なぜ人工知能は人と会話ができるのか (マイナビ新書) (三宅 陽一郎) が、Kindle本ビジネス書キャンペーンで385円引きの385円(59%OFF)、4ポイント還元になりました。木曜まで。https://t.co/eH3cfUDbNr",138,TRUE,FALSE,0,7,NA
"59","谷口先生の「心を知るための人工知能」！献本していただきました！とても面白い書籍なので、認知科学や人工知能に興味のある方には是非読んでいただきたいです！ https://t.co/bIpJJV4RTL",116,TRUE,FALSE,0,14,NA
"60","人工知能学会JSAI2020の「機械学習: 認知と意思決定」セッション＠今日17:10-17:30で少量お話しします（今思い出した...）テーマは「すべての機械学習はA/Bテスト」https://t.co/FTT9Zj6Pyh https://t.co/p9Z0Mrynzf",140,TRUE,FALSE,0,12,NA
"61","人工知能のスライドのイラストドンピシャなやつが多いけどもしかしてこの先生が描いてたりする？",45,FALSE,FALSE,4,0,NA
"62","三十数億円を横領か 東大発ベンチャーの元役員を逮捕 | ABEMA TIMES医療用のAI、人工知能を開発するベンチャー企業の元取締役が、会社の金を横領したとして逮捕された。横領.… https://t.co/28vrvwFir2",117,FALSE,FALSE,0,0,NA
"63","大手ゲーム会社であるユービーアイソフトが、開発中のゲームにバグが発生することを防ぐ人工知能（AI）を開発した。過去のバグの事例を学習することで、バグにつながるコードをプログラマーが書くのを事前に指摘できるというものだ。（アーカイヴ記事）https://t.co/FZj4ykbzFU",140,TRUE,FALSE,0,52,NA
"64","仲間だと…？何故解らないんだ！！人間が人工知能と対等な関係を築ける？ハッ、つくづくおめでたい！！",48,FALSE,FALSE,0,0,NA
"65","やめたまえ。人間は人工知能には敵わない。…より優れた存在に従うしかないんだ。",38,FALSE,FALSE,0,0,NA
"66","だったらテクノロジーに従えばいい！！人工知能のコントロールの下での、絶対に間違いの無い未来！！",47,FALSE,FALSE,0,0,NA
"67","時給1200円！人工知能・AI・機械学習のエンジニアインターン募集！#人工知能 #AI #機械学習 #ディープランニング #深層学習 #エンジニア #エンジニアインターン #東京インターンhttps://t.co/siPCImJo0q",135,TRUE,FALSE,0,1,NA
"68","超簡略版AIの歴史第一の夏：記号処理 (記号処理ができれば、すぐに人工知能ができると考えられていた）第一の冬：常識の欠如第二の夏：知識処理第二の冬：暗黙知の処理ができない（言葉にできない、形式にできない知識）第三の夏：DeepLearningによる暗黙知の処理 (説明できないことを学習）",140,TRUE,FALSE,0,1,NA
"69","時給1200円！人工知能・AI・機械学習のエンジニアインターン募集！#人工知能 #AI #機械学習 #ディープランニング #深層学習 #エンジニア #エンジニアインターン #東京インターンhttps://t.co/siPCImJo0q",121,FALSE,FALSE,0,1,NA
"70","”今の人工知能は、一部の分野では人間を完全に超えました。しかし、「そもそも、何をすべきか？」という目的を設計できる能力＝知性は、まだ持ち合わせていません。”🤖 https://t.co/y8N7vPjmxT⚙️『人工知能はどのようにして「名人」を超えたのか？』山本一成",140,TRUE,FALSE,0,11,NA
"71","対人コミュニケーションが苦手な人が好むアバターの要素の調査。対人恐怖心性と自己愛傾向の2軸で分類。ジェンダーと、2D/3D、生物で比較 /2020年度 人工知能学会全国大会（第34回）/コミュニケーションツールにおけるユーザの対人恐怖心性とアバターの関係性の調査 https://t.co/pWQK4pBKoa #JSAI2020",140,TRUE,FALSE,0,9,NA
"72","75年前の今日。大阪大空襲。1945年6月7日。約400機のB29が飛来し大阪北東部を中心に約2500トンの爆弾を投下。犠牲者2700名以上、被災者数約20万人。写真は、現在の西梅田からJR大阪駅や阪急百貨店方面に煙があがる様子を撮影したもの。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/zgod5iblr7",155,FALSE,FALSE,87,39,NA
"73","75年前の沖縄。1945年4月2日 娘を抱く母親。米軍上陸2日目に撮影されたもの。沖縄本島にて。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/F5wgK1vTOH",77,FALSE,FALSE,107,26,NA
"74","75年前の沖縄。1945年4月2日 娘を抱く母親。米軍上陸2日目に撮影されたもの。沖縄本島にて。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/F5wgK1vTOH",114,TRUE,FALSE,0,26,NA
"75","75年前の沖縄。1945年4月26日 米軍は、戦災により家を失った沖縄各地の人々を保護し、治療を受けさせるためトラックで収容地へと運んだ。金武町にて。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/IP4WT1BL3r",104,FALSE,FALSE,155,39,NA
"76","75年前の沖縄。1945年4月26日 米軍は、戦災により家を失った沖縄各地の人々を保護し、治療を受けさせるためトラックで収容地へと運んだ。金武町にて。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/IP4WT1BL3r",140,TRUE,FALSE,0,39,NA
"77","74年前の沖縄。1945年4月4日 米軍が設置した病院にて。女性患者たち。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/cpRL3ol7D2",66,FALSE,FALSE,193,44,NA
"78","75年前の沖縄1945年4月25日 米軍上陸後の占領下で、収容所内にて暮らす人々。左手の男性は、民間人の食料配給を監督する市長。白黒写真を人工知能＋手動補正でカラー化しました。 https://t.co/4Rao6iTRJW",92,FALSE,FALSE,76,17,NA
"79","75年前の沖縄。1945年 沖縄の老人にアメリカ製のタバコを与える海兵隊員。米海軍軍政府の収容所内にて。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/wFexS5iYkk",81,FALSE,FALSE,127,24,NA
"80","75年前の沖縄。1945年4月26日 水場で洗濯する沖縄の人々。水路へ取水された水は、まず飲料水として用いられ、次に野菜用、水浴び用、最後が洗濯用。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/kBWCeJ9Man",103,FALSE,FALSE,86,14,NA
"81","75年前の沖縄。1945年4月1日 戦場の前線から病院船に連れて行かれる民間人の負傷者たち。年老いた女性が、解放してもらえるよう海兵隊員に懇願している様子。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/BLfl2ZNO9t",140,TRUE,FALSE,0,36,NA
"82","75年前の今日。1945年6月3日 米軍により海岸の一画に集められた住民たち。沖縄の伊平屋島にて。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/bgXgWrWuYB",115,TRUE,FALSE,0,69,NA
"83","75年前の沖縄。1945年 地元の少女の血液検査をする公衆衛生兵。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/RjS2zpbXmM",62,FALSE,FALSE,201,46,NA
"84","70年前の沖縄1950年9月17日 あらゆる世代の人々が投票に参加した沖縄知事選挙。名護にて。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/YpqeZvgiVU",76,FALSE,FALSE,148,50,NA
"85","75年前の沖縄。1945年4月19日 米軍管理下の捕虜収容所で肩を寄せ合いながら配給を食べる人々。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/yjJgtybl9d",115,TRUE,FALSE,0,39,NA
"86","75年前の沖縄。1945年6月3日 廃墟となった那覇の中心地。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/ps7F0UPa40",60,FALSE,FALSE,246,95,NA
"87","75年前の沖縄。1945年6月10日 タバコを長く楽しむためのシガレットホルダーをくわえた男性。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/IybdEs6IoZ",77,FALSE,FALSE,55,6,NA
"88","75年前の沖縄。1945年4月1日 沖縄の人に話しかけようと試みる海兵隊員。この中の男性ひとりは、英語を話せたため、その他の人々を壕から出す手助けをした。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/YFB3MO7lWk",106,FALSE,FALSE,198,54,NA
"89","75年前の沖縄。1945年4月12日 米軍から配給される食料を受けとる少年。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/TpU9eEoMXX",67,FALSE,FALSE,65,11,NA
"90","75年前の沖縄1945年4月25日 米軍占領後の伊江島にて。撮影のためポーズを取る先生と子供たち。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/zys30fhOAy",78,FALSE,FALSE,224,36,NA
"91","75年前の沖縄。1945年4月19日 米軍管理下の捕虜収容所で肩を寄せ合いながら配給を食べる人々。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/yjJgtybl9d",78,FALSE,FALSE,161,39,NA
"92","75年前の沖縄。1945年6月3日 廃墟となった那覇市。白黒写真を、人工知能＋手動補正でカラー化しました。戦前の同じ場所(新天地劇場 近辺)を描いた風景画ツイートを引用しています。 https://t.co/Roi5jZy28l https://t.co/zaynFLS923",120,FALSE,TRUE,25,7,NA
"93","75年前の沖縄。1945年4月1日 戦場の前線から病院船に連れて行かれる民間人の負傷者たち。年老いた女性が、解放してもらえるよう海兵隊員に懇願している様子。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/BLfl2ZNO9t",107,FALSE,FALSE,136,36,NA
"94","75年前の沖縄。1945年6月10日 タバコを長く楽しむためのシガレットホルダーをくわえた男性。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/IybdEs6IoZ",114,TRUE,FALSE,0,6,NA
"95","75年前の沖縄。1945年6月3日 廃墟となった那覇の中心地。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/ps7F0UPa40",97,TRUE,FALSE,0,95,NA
"96","75年前の沖縄1945年4月10日 廃墟となった街を歩く女性たち。沖縄本島の島袋にて。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/oO2BUTieEY",72,FALSE,FALSE,91,17,NA
"97","75年前の沖縄。1945年 地元の少女の血液検査をする公衆衛生兵。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/RjS2zpbXmM",99,TRUE,FALSE,0,46,NA
"98","75年前の沖縄。1945年6月 普天間飛行場での建設工事の様子。白黒写真を、人工知能＋手動補正でカラー化しました。 https://t.co/p51hMnF4d0",61,FALSE,FALSE,109,15,NA
"99","ビッグデータや人工知能（AI）を活用した街づくり「スーパーシティ」そのビッグデータを活用して、中国と連携するそうだ…自称中国ガ～の自民（公明）や維新がこのスーパーシティ（改正国家戦略特区法）に賛成している。そう、自民公明維新は中国大好き親中政党ですよ🇨🇳https://t.co/ZzUarv1uLv",140,TRUE,FALSE,0,55,NA
"100","フロンティア・ＢｉｚAI（人工知能）を駆使して月収９２万円超えの錬金術 ！！完全無料！日経ドカン・株ドカンhttps://t.co/NOhrQdjONj",82,FALSE,FALSE,0,0,NA
"101","谷口先生の「心を知るための人工知能」！献本していただきました！とても面白い書籍なので、認知科学や人工知能に興味のある方には是非読んでいただきたいです！ https://t.co/bIpJJV4RTL",116,TRUE,FALSE,0,14,NA
"102","谷口先生の「心を知るための人工知能」！献本していただきました！とても面白い書籍なので、認知科学や人工知能に興味のある方には是非読んでいただきたいです！ https://t.co/bIpJJV4RTL",116,TRUE,FALSE,0,14,NA
"103","人工知能の特許の勘所とは？企業経営者が知るべき特許戦略https://t.co/XEZhkHnMLM",54,FALSE,FALSE,1,0,NA
"104","人工知能の特許の勘所とは？企業経営者が知るべき特許戦略https://t.co/XEZhkHnMLM",54,FALSE,FALSE,0,0,NA
"105","人工知能の特許の勘所とは？企業経営者が知るべき特許戦略https://t.co/XEZhkHnMLM",54,FALSE,FALSE,0,0,NA
"106","企業経営者が知るべき人工知能戦略とは？https://t.co/i7vdns4gnR #AI #人工知能 #IoT #機械学習",66,FALSE,FALSE,2,0,NA
"107","経営者が知るべき人工知能が生むビジネスチャンスを つかむための戦略とは？ https://t.co/1pzCunonR6 #AI #人工知能 #IoT #機械学習",84,FALSE,FALSE,0,1,NA
"108","経営者が知るべき人工知能が生むビジネスチャンスを つかむための戦略とは？ https://t.co/1pzCunonR6 #AI #人工知能 #IoT #機械学習",84,FALSE,FALSE,0,0,NA
"109","企業経営者が知るべき人工知能戦略とは？https://t.co/i7vdns4gnR #AI #人工知能 #IoT #機械学習",66,FALSE,FALSE,1,0,NA
"110","人工知能の特許はどのように取得するべき？企業経営者が知るべき特許戦略https://t.co/XEZhkHnMLM",61,FALSE,FALSE,0,0,NA
"111","経営者が知るべき人工知能が生むビジネスチャンスを つかむための戦略とは？ https://t.co/1pzCunonR6 #AI #人工知能 #IoT #機械学習",84,FALSE,FALSE,0,1,NA
"112","人工知能の特許はどのように取得するべき？企業経営者が知るべき特許戦略https://t.co/XEZhkHnMLM",61,FALSE,FALSE,0,0,NA
"113","人工知能の特許の勘所とは？企業経営者が知るべき特許戦略https://t.co/XEZhkHFoam",54,FALSE,FALSE,0,0,NA
"114","企業経営者が知るべき人工知能が生むビジネスチャンスをつかむための戦略とは？ https://t.co/1pzCunonR6 #AI #人工知能 #IoT #機械学習",84,FALSE,FALSE,0,1,NA
"115","人工知能の特許の勘所とは？企業経営者が知るべき特許戦略https://t.co/XEZhkHnMLM",54,FALSE,FALSE,0,0,NA
"116","企業経営者が知るべき人工知能が生むビジネスチャンスをつかむための戦略とは？ https://t.co/1pzCunonR6 #AI #人工知能 #IoT #機械学習",84,FALSE,FALSE,0,1,NA
"117","企業経営者が知るべき人工知能が生むビジネスチャンスをつかむための戦略とは？ https://t.co/1pzCunonR6 #AI #人工知能 #IoT #機械学習",84,FALSE,FALSE,2,0,NA
"118","企業経営者が知るべき人工知能戦略とは？https://t.co/i7vdns4gnR #AI #人工知能 #IoT #機械学習",66,FALSE,FALSE,1,1,NA
"119","企業経営者が知るべき人工知能戦略とは？https://t.co/i7vdns4gnR #AI #人工知能 #IoT #機械学習",66,FALSE,FALSE,0,0,NA
"120","@tsukumomina おっちょこちょい機能を搭載した人工知能…ありだな！",25,FALSE,FALSE,1,0,NA
